valor,horario,localizacao,tipo_transacao,fraude
14.63,4,Curitiba,Cartão Crédito,não
480.33,21,Porto Alegre,Cartão Crédito,não
42.18,21,Salvador,Cartão Débito,não
344.35,16,Salvador,TED,não
157.33,2,Curitiba,Boleto,não
16.21,5,Salvador,Pix,não
622.22,13,Rio de Janeiro,TED,não
56.73,14,Brasília,TED,não
392.72,13,Recife,Pix,não
36.98,10,Rio de Janeiro,Cartão Débito,não
384.75,10,Rio de Janeiro,Cartão Crédito,não
2.66,8,Curitiba,Pix,não
143.4,5,Recife,Pix,não
293.45,14,Curitiba,Pix,não
546.05,11,Brasília,Boleto,não
479.82,5,Salvador,Cartão Crédito,não
342.54,0,Curitiba,DOC,não
438.19,15,São Paulo,Pix,não
44.43,19,Curitiba,Pix,não
66.87,14,Salvador,Pix,sim
68.21,1,São Paulo,Boleto,sim
94.66,16,Rio de Janeiro,Pix,não
99.95,2,Brasília,Pix,não
157.3,2,Salvador,Pix,não
34.84,4,Porto Alegre,Boleto,não
235.04,16,São Paulo,TED,não
36.68,22,Brasília,Cartão Crédito,não
74.3,16,Curitiba,Indefinido,não
139.97,19,Porto Alegre,Boleto,não
318.36,5,Curitiba,Pix,não
269.01,0,Salvador,Pix,não
207.43,6,Rio de Janeiro,DOC,não
33.87,14,Salvador,Pix,não
158.39,6,Salvador,TED,não
18.3,18,Salvador,Pix,não
94.76,19,Curitiba,Pix,sim
106.72,21,São Paulo,Pix,não
8.13,10,Rio de Janeiro,Cartão Crédito,não
64.04,22,Brasília,Pix,não
623.13,13,Rio de Janeiro,Pix,não
614.23,12,Brasília,Pix,não
86.87,19,Recife,Boleto,não
8.81,8,São Paulo,Cartão Crédito,sim
39.47,8,São Paulo,Pix,não
99.59,15,Brasília,Cartão Crédito,não
590.46,11,Curitiba,TED,não
30.44,9,Porto Alegre,Boleto,não
288.37,5,Curitiba,Boleto,não
23.01,17,Recife,Cartão Crédito,não
795.39,1,Brasília,Boleto,sim
96.13,19,Recife,Pix,não
298.54,8,Brasília,DOC,não
83.89,18,Recife,Pix,não
197.59,5,Brasília,Cartão Débito,não
42.64,1,São Paulo,Pix,não
31.57,14,Recife,TED,não
556.33,16,Recife,Pix,não
499.35,15,Brasília,Pix,não
436.91,20,Rio de Janeiro,Boleto,não
196.4,7,Rio de Janeiro,TED,não
330.33,9,São Paulo,TED,não
14.31,9,Curitiba,Pix,não
81.53,17,Curitiba,Cartão Crédito,não
75.29,9,São Paulo,Pix,não
201.93,8,Curitiba,TED,não
88.0,23,Porto Alegre,Boleto,não
32.15,18,Porto Alegre,TED,não
181.5,0,Porto Alegre,Pix,não
336.81,3,Salvador,Cartão Crédito,não
96.29,23,Salvador,Pix,não
28.37,2,Porto Alegre,Pix,não
43.8,9,Brasília,Boleto,não
54.23,11,Rio de Janeiro,Pix,sim
71.31,17,São Paulo,Pix,não
205.89,22,Brasília,Cartão Crédito,não
183.73,19,Porto Alegre,Cartão Débito,sim
238.2,5,São Paulo,Boleto,não
90.04,20,Rio de Janeiro,Pix,não
347.45,1,Curitiba,Pix,não
45.65,9,Brasília,Boleto,não
126.61,1,Rio de Janeiro,TED,não
322.83,8,São Paulo,Pix,não
39.73,9,Recife,Cartão Crédito,não
23.28,1,Brasília,Pix,não
430.29,7,Salvador,Pix,não
83.99,23,São Paulo,Pix,não
230.32,16,São Paulo,Cartão Crédito,não
5.14,16,Salvador,Pix,sim
234.27,3,Rio de Janeiro,Pix,não
75.99,17,São Paulo,Pix,não
11.47,11,Brasília,Cartão Crédito,não
188.23,16,Porto Alegre,DOC,não
55.1,8,Salvador,Pix,não
97.82,18,Brasília,Cartão Crédito,não
16.8,13,Salvador,Pix,não
31.84,13,São Paulo,TED,sim
70.76,16,Rio de Janeiro,Boleto,não
18.81,1,Brasília,Boleto,não
483.43,7,Recife,Pix,não
1.21,4,Porto Alegre,Cartão Crédito,sim
132.28,6,Salvador,TED,não
26.31,21,Curitiba,Cartão Débito,sim
73.54,15,Rio de Janeiro,Cartão Crédito,não
520.9,15,Rio de Janeiro,Cartão Débito,não
35.27,16,Curitiba,TED,não
675.3,21,Curitiba,Pix,não
46.08,6,Brasília,Cartão Crédito,não
270.62,19,São Paulo,Cartão Crédito,não
158.23,7,São Paulo,Cartão Crédito,não
431.66,7,Recife,Pix,não
161.48,22,Porto Alegre,DOC,sim
152.95,10,Salvador,Cartão Crédito,não
43.5,14,São Paulo,Cartão Crédito,não
36.36,17,Recife,Pix,não
496.56,5,Recife,Boleto,não
79.45,21,Rio de Janeiro,Boleto,não
93.07,11,Rio de Janeiro,Pix,não
285.28,14,Porto Alegre,Cartão Débito,não
82.75,22,Brasília,TED,sim
607.57,5,Curitiba,Boleto,sim
267.83,17,Curitiba,Cartão Crédito,não
181.98,23,Porto Alegre,Pix,não
425.55,19,Recife,Cartão Crédito,não
10.18,8,Porto Alegre,Cartão Crédito,não
59.43,7,Curitiba,Cartão Crédito,não
125.11,13,Recife,TED,não
51.49,18,Curitiba,Pix,não
272.44,18,Brasília,Boleto,não
503.18,7,Rio de Janeiro,TED,não
110.25,1,Rio de Janeiro,TED,não
83.75,3,Recife,TED,não
651.68,5,Porto Alegre,TED,sim
117.7,2,Curitiba,Boleto,não
134.3,2,São Paulo,Cartão Crédito,não
86.66,18,Brasília,Cartão Crédito,não
480.59,10,Curitiba,Boleto,não
168.31,9,Salvador,Cartão Crédito,não
287.24,11,São Paulo,Pix,não
334.06,13,Brasília,Cartão Crédito,não
83.66,17,Brasília,TED,não
113.72,23,Rio de Janeiro,DOC,não
377.4,8,Recife,TED,não
90.28,14,Curitiba,TED,não
315.91,23,Brasília,Pix,não
566.02,2,Curitiba,Pix,sim
195.21,22,Brasília,Pix,não
270.67,10,Porto Alegre,TED,não
327.05,9,Rio de Janeiro,Pix,não
372.92,17,Recife,Pix,sim
100.52,3,São Paulo,Pix,não
10.52,12,São Paulo,Pix,não
102.79,5,Porto Alegre,Cartão Crédito,sim
224.02,20,Salvador,Boleto,não
119.69,12,Rio de Janeiro,Cartão Débito,não
276.43,19,Brasília,Boleto,não
88.32,4,Rio de Janeiro,Cartão Crédito,não
201.43,19,Recife,Boleto,sim
41.26,13,São Paulo,TED,não
276.76,12,Curitiba,DOC,não
157.8,13,São Paulo,Pix,não
45.65,7,Salvador,Boleto,não
69.04,15,Salvador,Cartão Crédito,sim
276.15,12,Salvador,Cartão Crédito,não
131.79,23,Salvador,TED,não
48.68,14,Recife,Cartão Débito,não
683.9,18,Brasília,Cartão Débito,não
251.14,0,Rio de Janeiro,TED,não
629.94,21,São Paulo,Cartão Crédito,não
111.41,1,Salvador,Pix,não
128.91,17,São Paulo,Pix,não
456.47,18,Salvador,Pix,não
148.91,7,Curitiba,Cartão Crédito,não
245.71,2,Rio de Janeiro,Pix,não
58.12,22,Curitiba,Pix,não
118.38,13,Curitiba,Pix,não
26.35,8,Salvador,Pix,não
46.13,7,Brasília,TED,não
0.19,16,São Paulo,Pix,não
8.01,22,Porto Alegre,TED,não
756.94,22,Rio de Janeiro,Pix,não
55.51,23,Brasília,Pix,não
217.72,15,Porto Alegre,Cartão Crédito,sim
365.39,9,Brasília,Cartão Débito,não
160.0,20,Salvador,TED,não
33.25,9,Salvador,Pix,não
260.48,23,Brasília,Cartão Débito,não
183.38,5,Recife,DOC,sim
262.8,21,Recife,Cartão Crédito,não
293.71,16,Brasília,TED,não
741.09,15,Recife,Pix,sim
170.46,14,Rio de Janeiro,Boleto,não
83.6,21,São Paulo,Boleto,não
209.09,13,Porto Alegre,TED,não
14.18,3,Salvador,Pix,não
455.38,3,Rio de Janeiro,Cartão Crédito,não
25.43,1,São Paulo,Pix,não
79.45,10,Recife,Boleto,não
338.29,3,Porto Alegre,TED,não
181.92,20,Rio de Janeiro,TED,não
100.05,20,Curitiba,Pix,não
128.28,15,Salvador,Boleto,não
385.58,20,Brasília,Pix,não
83.1,3,Salvador,TED,não
407.51,0,São Paulo,Pix,não
18.45,23,São Paulo,Cartão Débito,não
299.94,18,Curitiba,Cartão Débito,não
376.18,1,Curitiba,Cartão Crédito,não
40.13,8,Brasília,Cartão Débito,não
112.55,22,Recife,Pix,não
36.18,12,Salvador,Cartão Débito,sim
245.25,17,Rio de Janeiro,Pix,não
153.29,15,Rio de Janeiro,TED,não
201.75,15,Rio de Janeiro,Pix,não
43.75,9,Recife,Cartão Débito,não
47.59,8,Salvador,Boleto,não
8.48,10,Salvador,Boleto,sim
77.74,3,Brasília,Cartão Débito,não
164.08,9,Rio de Janeiro,Boleto,não
390.29,2,São Paulo,Boleto,não
219.88,5,São Paulo,Pix,não
114.33,2,São Paulo,Cartão Crédito,sim
612.03,8,Curitiba,Cartão Débito,não
254.05,2,Curitiba,Cartão Débito,não
532.32,17,Recife,Pix,não
149.98,7,Rio de Janeiro,Pix,não
59.93,21,Curitiba,TED,não
10.85,7,São Paulo,Pix,não
258.99,14,Curitiba,Pix,não
25.86,12,Salvador,Boleto,não
72.13,6,São Paulo,Cartão Crédito,não
152.06,18,Rio de Janeiro,Cartão Débito,não
166.21,7,Salvador,Pix,não
183.55,9,Recife,Pix,não
36.37,16,Brasília,Pix,não
95.52,0,Brasília,TED,sim
192.05,12,Salvador,TED,não
700.11,12,São Paulo,TED,não
260.12,23,Curitiba,Cartão Débito,sim
511.76,15,Curitiba,TED,não
287.28,8,São Paulo,Boleto,não
179.16,9,Rio de Janeiro,Cartão Crédito,não
42.64,5,Salvador,Cartão Crédito,não
219.73,4,São Paulo,Boleto,não
195.3,1,Rio de Janeiro,Cartão Crédito,não
184.5,10,Recife,Boleto,não
134.58,8,Recife,Cartão Crédito,não
150.43,5,Salvador,Pix,não
81.43,7,São Paulo,Pix,não
146.51,8,Recife,Cartão Crédito,não
44.02,8,Curitiba,TED,não
327.13,7,Rio de Janeiro,Boleto,não
41.1,11,Brasília,Cartão Crédito,não
17.76,7,Brasília,Pix,não
114.63,2,Recife,DOC,não
214.77,12,Rio de Janeiro,Cartão Crédito,não
115.15,18,Curitiba,Cartão Crédito,não
64.8,1,Brasília,Cartão Crédito,não
163.37,16,Curitiba,Cartão Crédito,não
85.24,15,Curitiba,Cartão Crédito,não
540.22,3,Brasília,Cartão Crédito,sim
511.87,17,Brasília,Pix,não
139.58,13,Recife,Pix,não
79.46,1,Salvador,TED,não
267.22,12,Rio de Janeiro,Pix,não
7.48,20,São Paulo,Pix,não
128.78,19,Rio de Janeiro,Cartão Débito,não
81.99,16,São Paulo,Boleto,não
506.49,14,Brasília,Cartão Crédito,não
2.42,19,Curitiba,Boleto,não
160.96,4,Rio de Janeiro,TED,não
269.93,6,Curitiba,Pix,não
132.72,17,Rio de Janeiro,Cartão Débito,não
17.85,23,Salvador,Pix,não
718.43,10,Porto Alegre,Boleto,não
145.97,17,Rio de Janeiro,Pix,sim
190.48,4,Curitiba,Pix,não
54.0,12,Porto Alegre,Pix,não
132.14,17,Recife,Boleto,não
112.13,1,Salvador,Cartão Crédito,não
15.57,19,Brasília,Boleto,não
22.45,3,Recife,Boleto,não
,12,Recife,Cartão Débito,não
54.84,23,Rio de Janeiro,Cartão Crédito,não
43.37,15,Brasília,Cartão Crédito,não
140.6,5,Salvador,TED,não
292.85,7,Porto Alegre,Cartão Crédito,não
12.79,15,Rio de Janeiro,Boleto,não
171.99,12,São Paulo,Pix,não
25.39,22,Rio de Janeiro,Pix,não
7.43,3,Porto Alegre,Pix,não
10.84,1,Curitiba,TED,não
359.35,8,Salvador,Cartão Crédito,não
25.11,17,Salvador,Cartão Crédito,não
9.24,16,Rio de Janeiro,Cartão Débito,não
115.22,7,São Paulo,Boleto,não
371.57,14,Rio de Janeiro,Cartão Crédito,não
60.87,8,Porto Alegre,Pix,não
109.54,16,Salvador,Boleto,não
8.15,22,São Paulo,Cartão Crédito,não
119.23,1,Brasília,Cartão Crédito,não
172.37,5,Porto Alegre,DOC,não
169.22,4,Salvador,Boleto,não
80.82,16,Rio de Janeiro,Pix,não
75.82,1,Salvador,Cartão Crédito,não
22.55,17,São Paulo,Cartão Crédito,não
91.39,9,Porto Alegre,Boleto,não
20.96,9,Brasília,Pix,não
291.0,5,Curitiba,Pix,não
677.9,11,Recife,TED,não
701.81,16,São Paulo,Boleto,não
400.6,12,Curitiba,Pix,não
183.65,19,Brasília,Cartão Crédito,não
241.37,15,Curitiba,TED,não
67.15,9,Rio de Janeiro,Pix,não
199.27,20,Recife,Cartão Crédito,não
121.63,1,São Paulo,Boleto,sim
131.56,1,Porto Alegre,Cartão Crédito,não
283.58,22,Salvador,Pix,não
66.23,6,Brasília,Pix,não
76.56,5,Recife,Pix,não
517.1,0,Brasília,Pix,sim
11.57,11,Salvador,Cartão Crédito,não
132.96,12,Curitiba,Pix,não
487.91,11,Brasília,Cartão Débito,não
188.51,18,Brasília,Cartão Crédito,não
158.11,8,Curitiba,Boleto,não
57.47,9,Curitiba,Cartão Débito,não
84.1,16,Salvador,Pix,não
382.17,17,Recife,Pix,sim
163.84,7,São Paulo,Cartão Crédito,não
144.61,6,Curitiba,Pix,não
20.98,8,Recife,Cartão Débito,não
3.23,9,Salvador,Cartão Débito,não
663.11,11,Brasília,Cartão Débito,não
94.64,14,Brasília,Cartão Débito,não
184.87,14,Porto Alegre,Boleto,não
16.61,3,Rio de Janeiro,Boleto,não
229.84,3,Curitiba,Pix,não
539.32,22,Salvador,Cartão Crédito,não
171.45,0,Recife,Pix,não
26.96,11,Porto Alegre,Cartão Crédito,sim
174.32,1,Recife,Cartão Débito,não
290.78,14,São Paulo,Pix,não
,16,Porto Alegre,Pix,não
423.78,6,Salvador,TED,sim
209.21,5,Recife,Cartão Crédito,não
459.02,11,Curitiba,Cartão Crédito,não
195.37,18,Recife,Boleto,não
28.15,0,Rio de Janeiro,Cartão Crédito,não
74.12,20,Brasília,Pix,sim
45.08,13,Brasília,Boleto,não
479.0,3,Porto Alegre,Boleto,não
285.76,4,Recife,Pix,não
225.65,0,Recife,TED,não
71.61,0,Recife,Cartão Crédito,não
40.68,20,Recife,Cartão Débito,não
282.49,5,Rio de Janeiro,Boleto,não
128.55,4,Curitiba,Cartão Débito,não
51.18,1,Rio de Janeiro,Pix,não
191.75,20,Salvador,Cartão Débito,não
8.23,4,Salvador,Pix,não
78.96,8,Rio de Janeiro,DOC,não
126.43,18,Rio de Janeiro,Pix,não
32.02,20,Brasília,Cartão Crédito,não
835.39,14,Salvador,Pix,não
46.92,12,Rio de Janeiro,Pix,não
27.93,11,Recife,TED,não
45.51,4,Rio de Janeiro,Pix,não
293.12,1,Recife,Pix,não
110.85,3,Porto Alegre,Boleto,não
166.67,17,Salvador,Pix,não
4.25,20,Curitiba,Pix,não
7.01,9,Brasília,Pix,não
118.06,12,Curitiba,Pix,não
339.28,11,Porto Alegre,DOC,não
432.98,1,Curitiba,Boleto,não
18.14,14,Brasília,TED,não
154.6,13,Recife,Pix,não
488.9,9,Porto Alegre,Boleto,não
98.2,21,Porto Alegre,Boleto,não
353.88,7,Recife,TED,sim
28.7,14,Recife,Pix,não
547.89,12,Brasília,Pix,não
278.4,7,Salvador,Pix,não
567.18,20,Rio de Janeiro,Pix,não
225.78,20,Salvador,Pix,não
90.32,21,São Paulo,TED,não
556.71,13,Rio de Janeiro,Boleto,não
64.47,0,Salvador,Cartão Débito,não
80.75,12,Rio de Janeiro,Boleto,sim
241.33,7,Curitiba,Boleto,não
289.9,17,São Paulo,TED,não
530.15,21,Recife,Pix,não
45.83,8,Rio de Janeiro,TED,não
319.9,12,Salvador,Boleto,sim
268.3,2,Brasília,Cartão Crédito,não
13.18,17,Rio de Janeiro,Cartão Crédito,não
97.95,9,Recife,Pix,não
66.47,4,Salvador,Pix,não
72.62,5,Rio de Janeiro,Indefinido,não
814.28,7,Porto Alegre,Boleto,não
205.88,23,Curitiba,Pix,não
252.94,6,Curitiba,Boleto,sim
751.15,20,Rio de Janeiro,Pix,não
94.71,17,Curitiba,Boleto,não
323.74,13,Brasília,Pix,sim
114.02,14,São Paulo,Boleto,não
407.33,9,Rio de Janeiro,Cartão Crédito,sim
39.85,20,Brasília,Cartão Débito,não
590.1,11,Porto Alegre,Cartão Débito,não
49.38,6,Brasília,DOC,não
78.97,6,Brasília,TED,não
282.28,10,Porto Alegre,TED,não
100.09,12,Recife,Pix,não
187.41,14,Rio de Janeiro,Pix,não
117.6,17,Rio de Janeiro,Pix,não
271.25,6,Rio de Janeiro,Boleto,sim
51.84,5,São Paulo,TED,não
12.05,22,Brasília,Pix,sim
71.31,10,Rio de Janeiro,Boleto,não
128.61,7,Curitiba,Boleto,não
36.79,19,Recife,Cartão Crédito,não
87.64,0,Porto Alegre,Boleto,sim
102.16,7,Porto Alegre,Pix,não
11.82,7,São Paulo,Pix,não
175.08,18,Salvador,Cartão Crédito,não
431.43,2,Porto Alegre,Pix,não
32.91,4,Recife,DOC,não
182.17,2,Salvador,TED,sim
218.57,14,Brasília,Cartão Débito,sim
108.72,13,Porto Alegre,Boleto,não
241.53,20,Salvador,Boleto,não
105.77,14,Salvador,Pix,não
140.49,23,Porto Alegre,Cartão Débito,não
1.48,16,Curitiba,Boleto,não
235.35,17,Brasília,Pix,não
216.55,1,Rio de Janeiro,Boleto,não
7.83,11,Recife,TED,não
91.85,15,Porto Alegre,Pix,sim
772.95,3,Curitiba,TED,sim
109.2,1,Recife,Cartão Crédito,não
139.41,13,Salvador,DOC,não
481.43,10,São Paulo,Boleto,sim
252.65,12,Curitiba,Boleto,não
174.49,6,Salvador,Boleto,não
319.7,9,São Paulo,TED,não
399.56,23,Porto Alegre,TED,não
122.09,0,Curitiba,Pix,não
128.91,20,Rio de Janeiro,Pix,sim
97.57,3,Salvador,Cartão Débito,não
680.48,17,Recife,Cartão Crédito,não
238.91,5,Recife,Pix,não
17.38,1,Salvador,TED,não
397.5,2,Salvador,Cartão Débito,sim
131.0,13,Brasília,Pix,não
14.25,7,Curitiba,DOC,não
159.58,15,Curitiba,Pix,não
107.97,18,Salvador,Boleto,não
420.34,17,São Paulo,Cartão Débito,não
45.63,5,Curitiba,Cartão Crédito,não
350.27,13,Recife,DOC,não
163.15,2,Curitiba,Boleto,não
11.23,15,Brasília,Boleto,não
714.01,0,Brasília,Pix,sim
143.74,11,Salvador,Pix,sim
68.75,13,Recife,Indefinido,não
126.75,18,Recife,Pix,não
390.19,21,Recife,TED,não
72.74,18,Curitiba,DOC,sim
42.81,8,Curitiba,Cartão Débito,não
27.64,6,Rio de Janeiro,Boleto,sim
70.72,13,Porto Alegre,Boleto,não
302.87,4,Salvador,DOC,não
127.59,17,Porto Alegre,Cartão Crédito,não
51.62,8,São Paulo,Boleto,não
36.35,20,Curitiba,Cartão Débito,não
80.91,6,Rio de Janeiro,DOC,não
562.43,8,Rio de Janeiro,TED,não
84.02,3,Brasília,Cartão Crédito,não
886.65,16,Curitiba,Cartão Crédito,não
132.81,11,Rio de Janeiro,Pix,não
39.49,5,Brasília,Pix,não
443.54,17,São Paulo,Cartão Débito,não
123.37,7,Brasília,TED,não
247.35,20,São Paulo,DOC,não
823.46,14,Porto Alegre,Pix,não
10.3,2,Porto Alegre,TED,não
20.34,1,Recife,Cartão Crédito,não
254.92,23,Recife,TED,sim
66.21,22,Salvador,Pix,não
40.74,8,Brasília,Pix,sim
8.03,7,Salvador,Cartão Débito,não
4.42,3,Recife,Cartão Crédito,não
297.87,1,Curitiba,Cartão Crédito,não
28.87,13,Brasília,Boleto,não
126.12,1,Rio de Janeiro,DOC,não
186.23,1,Curitiba,Cartão Crédito,não
111.85,21,Salvador,Cartão Crédito,sim
5.5,6,Brasília,Cartão Crédito,sim
306.03,11,Salvador,Pix,não
2.11,5,Porto Alegre,TED,não
287.0,17,São Paulo,Cartão Crédito,não
447.56,3,Salvador,TED,não
113.42,18,Recife,TED,não
153.38,12,Recife,Boleto,não
129.63,19,Recife,TED,não
98.6,20,Brasília,Cartão Crédito,não
436.83,22,Curitiba,Pix,não
448.74,1,São Paulo,Cartão Crédito,sim
81.84,7,Recife,Pix,não
190.94,18,Curitiba,Cartão Débito,não
523.21,8,Salvador,Pix,não
654.34,3,Rio de Janeiro,Cartão Crédito,sim
142.25,15,Porto Alegre,DOC,não
120.6,18,Rio de Janeiro,Pix,não
65.34,9,São Paulo,Boleto,não
638.21,5,Recife,Cartão Débito,sim
30.82,15,Rio de Janeiro,Pix,não
173.42,9,Porto Alegre,Pix,não
66.41,12,Curitiba,TED,não
65.43,8,Curitiba,Pix,não
103.83,6,Rio de Janeiro,Cartão Débito,não
1343.91,3,Salvador,TED,sim
11.31,18,Salvador,Boleto,não
172.81,3,Recife,Pix,não
17.24,18,Porto Alegre,Pix,não
33.57,18,São Paulo,Pix,não
115.81,11,Recife,TED,não
142.86,12,Brasília,DOC,não
59.89,3,Rio de Janeiro,Pix,não
76.09,9,Brasília,Cartão Crédito,não
18.2,20,Rio de Janeiro,DOC,não
72.26,6,São Paulo,Pix,não
679.59,4,Recife,Pix,sim
579.02,16,Porto Alegre,Pix,não
81.56,17,Salvador,Pix,não
169.19,10,Salvador,TED,não
480.69,14,Recife,Cartão Crédito,não
1.24,20,Rio de Janeiro,Cartão Débito,não
332.87,21,Salvador,Cartão Crédito,não
592.73,6,Curitiba,Pix,não
19.15,17,Brasília,Pix,não
35.22,5,Porto Alegre,Cartão Débito,não
647.54,17,Porto Alegre,Boleto,não
154.24,15,Salvador,Pix,não
2.86,1,Recife,Pix,não
59.58,18,Recife,TED,não
119.55,0,Rio de Janeiro,Boleto,não
236.12,10,Curitiba,Cartão Crédito,não
264.22,19,Brasília,Pix,não
1077.28,4,Curitiba,Pix,sim
67.8,15,Porto Alegre,TED,não
154.53,22,Curitiba,Pix,não
152.42,0,Salvador,Boleto,não
104.06,18,Rio de Janeiro,Boleto,não
37.06,13,Curitiba,Pix,não
758.46,2,Brasília,Boleto,sim
383.9,1,Porto Alegre,Pix,não
137.96,23,São Paulo,Boleto,não
184.89,4,Desconhecido,Boleto,não
51.56,16,São Paulo,Pix,não
156.96,17,Brasília,Boleto,não
237.47,0,Porto Alegre,TED,não
144.79,14,Porto Alegre,Pix,não
926.82,21,Porto Alegre,Pix,não
189.01,8,Porto Alegre,Pix,não
92.72,22,Rio de Janeiro,Cartão Crédito,não
,4,Recife,Pix,não
37.38,12,Porto Alegre,Boleto,não
97.07,18,Rio de Janeiro,Cartão Débito,não
85.22,23,Brasília,TED,não
113.06,9,Porto Alegre,Pix,não
304.45,19,Curitiba,Pix,não
132.4,20,Porto Alegre,Pix,não
315.99,13,Salvador,Pix,não
171.84,21,Porto Alegre,Cartão Crédito,não
83.73,20,São Paulo,Pix,não
332.12,11,Curitiba,Boleto,sim
54.44,10,Porto Alegre,Pix,não
50.82,22,Porto Alegre,Pix,não
140.44,6,Porto Alegre,Pix,não
60.45,16,Rio de Janeiro,Pix,não
1.83,17,Brasília,Pix,não
208.99,6,São Paulo,Boleto,não
143.12,23,Porto Alegre,Boleto,não
117.94,19,Brasília,Pix,não
682.06,5,São Paulo,Cartão Crédito,sim
169.35,10,São Paulo,Pix,não
398.19,11,Salvador,Pix,não
30.04,15,São Paulo,Cartão Crédito,não
168.43,18,Porto Alegre,Cartão Débito,não
404.96,22,Rio de Janeiro,Cartão Crédito,não
174.98,18,Porto Alegre,Pix,não
253.18,10,Porto Alegre,Cartão Débito,sim
93.06,15,Brasília,Boleto,não
19.4,22,Recife,DOC,não
122.46,11,Recife,Cartão Débito,não
100.33,7,Salvador,Cartão Crédito,não
403.57,2,Recife,Boleto,não
55.94,1,Brasília,Cartão Crédito,não
680.65,5,Curitiba,TED,sim
634.68,15,Salvador,Boleto,não
56.91,19,Brasília,Pix,não
85.56,23,São Paulo,Cartão Débito,não
451.82,14,Porto Alegre,Boleto,não
679.97,13,Curitiba,Cartão Crédito,não
117.2,1,São Paulo,TED,não
77.43,19,Desconhecido,Cartão Crédito,sim
149.35,17,Porto Alegre,TED,sim
232.8,13,Porto Alegre,Boleto,não
63.9,17,Salvador,Cartão Crédito,não
266.72,1,São Paulo,Pix,não
10.61,0,Brasília,TED,não
10.11,19,Recife,DOC,não
97.65,1,Curitiba,Pix,não
87.23,8,Salvador,Pix,não
75.85,8,Salvador,Pix,não
135.07,15,Porto Alegre,Pix,não
77.35,10,Rio de Janeiro,Cartão Crédito,não
42.7,22,Porto Alegre,Cartão Débito,não
74.06,5,Recife,Cartão Crédito,não
737.01,11,Porto Alegre,Pix,não
105.9,2,Rio de Janeiro,Cartão Crédito,não
117.65,11,Salvador,DOC,não
171.86,22,Brasília,Cartão Crédito,não
818.96,0,Porto Alegre,TED,sim
55.31,8,Curitiba,Pix,não
228.69,19,Brasília,Boleto,não
251.75,21,Rio de Janeiro,TED,não
186.95,5,São Paulo,Cartão Crédito,não
18.55,10,Porto Alegre,Cartão Crédito,não
225.94,2,Salvador,TED,não
13.25,3,Salvador,Cartão Crédito,não
181.34,9,Brasília,TED,sim
269.09,18,Porto Alegre,Pix,não
47.39,5,Curitiba,TED,sim
368.55,0,Porto Alegre,Pix,não
6.16,7,Brasília,Pix,não
371.34,7,Recife,Pix,não
123.36,5,Desconhecido,Pix,não
49.07,16,Rio de Janeiro,Pix,não
28.72,18,Brasília,Cartão Crédito,não
612.83,0,Salvador,Pix,sim
15.09,14,Curitiba,TED,não
44.4,12,Brasília,TED,não
85.49,20,Brasília,Pix,não
193.64,2,Curitiba,Cartão Débito,não
157.4,1,Brasília,Boleto,não
26.85,2,Salvador,Cartão Crédito,não
68.42,8,Curitiba,TED,não
54.56,15,Salvador,Cartão Crédito,não
48.04,23,Salvador,Cartão Débito,não
105.91,12,Salvador,Pix,sim
243.5,18,Rio de Janeiro,DOC,não
49.04,17,Curitiba,DOC,não
91.36,20,Rio de Janeiro,Cartão Débito,não
99.16,11,Rio de Janeiro,Pix,não
749.78,11,Curitiba,Boleto,sim
618.74,0,Brasília,Pix,sim
322.03,19,Porto Alegre,Cartão Débito,sim
55.32,7,Recife,Boleto,não
14.09,16,Porto Alegre,Cartão Crédito,não
76.22,20,Salvador,Cartão Crédito,não
62.07,19,Curitiba,Boleto,não
141.01,21,Brasília,Boleto,não
300.77,6,Rio de Janeiro,Boleto,não
390.84,8,São Paulo,TED,não
372.69,16,Recife,TED,não
89.16,9,Porto Alegre,Pix,não
232.46,3,Brasília,TED,não
75.04,21,Salvador,Cartão Débito,não
12.57,6,Recife,Pix,não
241.84,6,Salvador,Cartão Crédito,não
1.98,7,São Paulo,Pix,não
105.25,23,São Paulo,TED,não
79.91,23,São Paulo,Pix,não
236.43,7,Porto Alegre,TED,não
290.7,15,Salvador,Pix,não
72.51,11,Curitiba,Boleto,não
333.87,14,Recife,Boleto,não
69.6,7,Curitiba,Cartão Crédito,não
118.24,21,Salvador,Boleto,não
259.67,8,São Paulo,Cartão Débito,não
236.13,2,Brasília,Cartão Crédito,sim
874.31,21,São Paulo,Pix,não
51.02,20,Curitiba,Pix,não
217.13,15,São Paulo,Pix,não
188.16,14,Salvador,TED,sim
493.25,23,São Paulo,DOC,não
34.01,3,Curitiba,Cartão Débito,não
278.7,19,Curitiba,DOC,não
167.99,15,Salvador,Cartão Crédito,não
64.22,9,Brasília,Pix,sim
,10,Curitiba,Pix,não
81.23,4,Salvador,Cartão Crédito,não
173.17,10,Brasília,Pix,não
439.65,12,Rio de Janeiro,Cartão Crédito,não
168.47,14,Salvador,Pix,não
199.78,5,Rio de Janeiro,Cartão Crédito,não
146.27,15,Curitiba,Cartão Crédito,não
10.5,14,São Paulo,Boleto,não
53.02,10,Recife,Cartão Crédito,não
135.46,19,São Paulo,Pix,não
74.28,1,Curitiba,Pix,não
40.12,1,Brasília,Pix,não
140.29,11,Salvador,Pix,não
77.96,15,São Paulo,TED,não
