idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,estado_nome,estado_num,dias_desde_matricula,imc_estimado,evolucao_pgc
31,M,0.0,cardio,82.7,0.0,112.67,Sim,15.7,38.3,2022-07-02,Sedentária,Sedentária,0,1169,17.57,-22.599999999999998
39,O,4.0,yoga,24.2,96.8,123.56,Sim,26.5,31.0,2021-09-15,Ativa,Ativa,1,1459,14.12,-4.5
18,F,1.0,natação,93.3,93.3,214.31,Sim,12.7,18.9,2025-02-17,Ativa,Ativa,1,208,14.73,-6.199999999999999
42,M,5.0,natação,35.1,175.5,206.81,Não,38.4,19.9,2025-03-15,Ativa,Ativa,1,182,16.11,18.5
63,F,1.0,crossfit,59.5,59.5,100.44,Sim,16.5,26.8,2021-04-24,Ativa,Ativa,1,1603,24.849999999999998,-10.3
55,O,4.0,crossfit,82.0,328.0,122.53,Não,10.3,26.1,2022-03-29,Ativa,Ativa,1,1264,24.700000000000003,-15.8
48,M,1.0,musculação,35.9,35.9,200.48,Não,34.6,39.5,2022-10-23,Ativa,Ativa,1,1056,17.99,-4.899999999999999
22,O,4.0,futebol,111.8,447.2,61.18,Sim,16.9,36.1,2022-09-12,Ativa,Ativa,1,1097,17.78,-19.200000000000003
45,M,3.0,cardio,99.6,298.8,210.95,Sim,15.1,13.6,2021-12-14,Ativa,Ativa,1,1369,23.46,1.5
55,O,7.0,natação,20.2,141.4,78.34,Sim,25.0,20.5,2021-08-22,Ativa,Ativa,1,1483,18.52,4.5
54,F,1.0,yoga,30.8,30.8,123.65,Não,38.5,28.9,2021-09-06,Ativa,Ativa,1,1468,19.28,9.600000000000001
57,M,7.0,yoga,30.7,214.9,239.93,Não,39.8,14.1,2023-11-16,Ativa,Ativa,1,667,20.169999999999998,25.699999999999996
62,O,3.0,yoga,21.9,65.7,100.09,Sim,22.9,20.6,2024-02-01,Ativa,Ativa,1,590,20.79,2.299999999999997
55,F,1.0,cardio,39.7,39.7,248.33,Sim,35.6,17.8,2021-08-17,Ativa,Ativa,1,1488,20.47,17.8
31,O,0.0,cardio,75.3,0.0,291.19,Não,39.0,36.8,2022-10-03,Sedentária,Sedentária,0,1076,16.83,2.200000000000003
21,O,4.0,cardio,70.9,283.6,157.23,Sim,34.4,37.3,2020-02-29,Ativa,Ativa,1,2023,13.39,-2.8999999999999986
49,F,3.0,cardio,71.7,215.1,165.98,Sim,36.0,38.8,2021-11-25,Ativa,Ativa,1,1388,21.87,-2.799999999999997
25,F,7.0,natação,52.0,364.0,186.95,Sim,27.9,22.6,2025-05-21,Ativa,Ativa,1,115,12.7,5.299999999999997
44,F,4.0,futebol,74.1,296.4,71.54,Não,30.6,13.3,2024-10-03,Ativa,Ativa,1,345,20.61,17.3
23,O,0.0,musculação,61.5,0.0,225.59,Não,21.3,29.3,2020-11-29,Sedentária,Sedentária,0,1749,13.05,-8.0
41,O,5.0,musculação,75.8,379.0,131.03,Sim,26.4,15.8,2022-02-28,Ativa,Ativa,1,1293,19.88,10.599999999999998
19,O,0.0,swimming,25.0,0.0,169.4,Sim,20.8,36.9,2023-01-20,Sedentária,Sedentária,0,967,8.2,-16.099999999999998
44,F,5.0,natação,20.9,104.5,107.01,Sim,25.0,12.5,2020-07-27,Ativa,Ativa,1,1874,15.29,12.5
18,F,5.0,futebol,95.2,476.0,68.11,Não,23.8,35.9,2021-02-01,Ativa,Ativa,1,1685,14.920000000000002,-12.099999999999998
43,M,2.0,crossfit,49.7,99.4,236.46,Sim,25.9,30.3,2022-07-24,Ativa,Ativa,1,1147,17.87,-4.400000000000002
59,M,1.0,natação,87.5,87.5,143.76,Não,20.0,10.0,2021-06-09,Ativa,Ativa,1,1557,26.45,10.0
33,F,3.0,crossfit,115.6,346.8,173.89,Sim,18.4,26.8,2020-10-26,Ativa,Ativa,1,1783,21.46,-8.400000000000002
50,M,1.0,crossfit,108.5,108.5,82.22,Não,36.6,38.1,2025-04-23,Ativa,Ativa,1,143,25.85,-1.5
48,F,1.0,yoga,47.1,47.1,93.96,Não,35.9,39.6,2024-10-29,Ativa,Ativa,1,319,19.11,-3.700000000000003
47,F,2.0,yoga,100.3,200.6,163.96,Sim,24.3,37.2,2022-04-12,Ativa,Ativa,1,1250,24.130000000000003,-12.900000000000002
22,M,2.0,natação,99.2,198.4,136.45,Não,39.6,32.6,2021-05-11,Ativa,Ativa,1,1586,16.520000000000003,7.0
52,O,4.0,crossfit,24.3,97.2,205.15,Sim,29.2,29.0,2021-06-08,Ativa,Ativa,1,1558,18.03,0.1999999999999993
63,M,4.0,cardio,112.2,448.8,120.1,Não,23.1,14.4,2023-11-11,Ativa,Ativa,1,672,30.119999999999997,8.700000000000001
40,O,4.0,musculação,70.55,203.5,54.78,Sim,24.2,25.3,2020-04-06,Sedentária,Sedentária,0,1986,12.0,-1.1000000000000014
28,F,6.0,natação,32.8,196.8,201.02,Não,15.8,32.3,2021-10-02,Ativa,Ativa,1,1442,11.68,-16.499999999999996
44,O,5.0,futebol,97.1,485.5,172.53,Sim,20.0,39.6,2025-07-07,Ativa,Ativa,1,68,22.91,-19.6
23,F,5.0,futebol,116.9,584.5,110.08,Não,10.9,24.7,2021-01-02,Ativa,Ativa,1,1715,18.59,-13.799999999999999
52,M,2.0,crossfit,61.4,122.8,219.5,Sim,32.3,15.2,2021-08-01,Ativa,Ativa,1,1504,21.740000000000002,17.099999999999998
40,F,0.0,cardio,103.8,0.0,227.72,Sim,10.4,15.1,2024-11-07,Sedentária,Sedentária,0,310,22.380000000000003,-4.699999999999999
57,F,1.0,cardio,36.2,36.2,217.17,Não,14.6,24.9,2021-04-09,Ativa,Ativa,1,1618,20.72,-10.299999999999999
58,F,6.0,cardio,37.8,226.8,65.33,Não,22.9,12.9,2024-04-22,Ativa,Ativa,1,509,21.18,9.999999999999998
23,F,7.0,natação,104.3,730.1,166.02,Sim,12.9,30.8,2022-01-28,Ativa,Ativa,1,1324,17.33,-17.9
45,M,1.0,yoga,83.5,83.5,295.1,Não,29.6,30.3,2022-07-03,Ativa,Ativa,1,1168,21.85,-0.6999999999999993
57,M,4.0,yoga,70.55,203.5,105.98,Não,33.8,36.4,2021-02-25,Ativa,Ativa,1,1661,17.099999999999998,-2.6000000000000014
29,F,4.0,cardio,70.55,203.5,156.43,Sim,18.7,18.2,2020-01-28,Ativa,Ativa,1,2055,8.7,0.5
26,M,5.0,futebol,46.6,233.0,270.48,Não,39.1,36.8,2021-02-04,Ativa,Ativa,1,1682,12.46,2.3000000000000043
35,F,6.0,yoga,30.8,184.8,186.99,Não,11.9,24.5,2022-03-05,Ativa,Ativa,1,1288,13.58,-12.6
36,O,4.0,natação,114.1,456.4,282.77,Sim,20.2,22.6,2021-12-19,Ativa,Ativa,1,1364,22.21,-2.400000000000002
46,O,6.0,natação,69.1,414.6,79.49,Sim,24.3,14.8,2021-08-18,Ativa,Ativa,1,1487,20.71,9.5
40,M,7.0,natação,102.2,715.4,235.15,Não,10.3,24.8,2023-02-26,Ativa,Ativa,1,930,22.22,-14.5
42,F,4.0,natação,45.7,182.8,152.86,Não,12.6,19.7,2024-11-28,Ativa,Ativa,1,289,17.17,-7.1
50,F,7.0,musculação,102.8,719.6,206.15,Sim,10.9,39.9,2023-12-17,Ativa,Ativa,1,636,25.28,-29.0
64,F,2.0,cardio,114.2,228.4,286.35,Não,37.0,37.4,2023-10-09,Ativa,Ativa,1,705,30.62,-0.3999999999999986
22,M,2.0,yoga,94.7,189.4,251.29,Não,12.9,37.2,2021-09-26,Ativa,Ativa,1,1448,16.07,-24.300000000000004
31,M,0.0,crossfit,118.7,0.0,178.51,Não,39.1,26.3,2022-10-09,Sedentária,Sedentária,0,1070,21.17,12.8
49,M,4.0,musculação,74.0,296.0,76.35,Sim,13.1,13.1,2022-04-30,Ativa,Ativa,1,1232,22.1,0.0
60,F,4.0,natação,58.6,234.4,297.83,Não,16.3,35.9,2024-05-09,Ativa,Ativa,1,492,23.86,-19.599999999999998
44,M,7.0,futebol,106.8,747.6,239.96,Sim,11.7,14.8,2025-07-06,Ativa,Ativa,1,69,23.88,-3.1000000000000014
36,F,6.0,futebol,114.6,687.6,125.91,Sim,23.4,21.6,2023-08-10,Ativa,Ativa,1,765,22.259999999999998,1.7999999999999972
51,M,4.0,crossfit,93.6,374.4,98.95,Não,15.2,13.6,2025-04-24,Ativa,Ativa,1,142,24.659999999999997,1.5999999999999996
47,F,4.0,cardio,32.3,129.2,212.69,Não,13.9,18.6,2024-10-11,Ativa,Ativa,1,337,17.33,-4.700000000000001
53,M,1.0,yoga,85.4,85.4,214.72,Sim,26.5,11.4,2022-07-08,Ativa,Ativa,1,1163,24.439999999999998,15.1
62,O,7.0,musculação,115.7,809.9,139.26,Não,20.2,12.9,2025-04-28,Ativa,Ativa,1,138,30.169999999999998,7.299999999999999
37,M,4.0,natação,116.6,466.4,155.93,Sim,31.4,11.8,2023-01-27,Ativa,Ativa,1,960,22.759999999999998,19.599999999999998
43,O,1.0,futebol,115.7,115.7,179.97,Sim,26.4,23.1,2021-05-11,Ativa,Ativa,1,1586,24.47,3.299999999999997
45,F,2.0,yoga,101.6,203.2,117.5,Não,35.0,19.9,2022-04-10,Ativa,Ativa,1,1252,23.66,15.100000000000001
37,M,7.0,yoga,74.5,521.5,233.05,Sim,39.7,36.7,2024-03-05,Ativa,Ativa,1,557,18.55,3.0
25,F,2.0,natação,27.4,54.8,223.47,Sim,25.1,37.8,2020-06-28,Ativa,Ativa,1,1903,10.24,-12.699999999999996
27,O,4.0,musculação,73.7,294.8,250.33,Sim,36.2,13.2,2024-03-03,Ativa,Ativa,1,559,15.47,23.000000000000004
34,M,1.0,musculação,27.9,27.9,135.5,Não,17.3,12.9,2023-08-23,Ativa,Ativa,1,752,12.989999999999998,4.4
43,M,5.0,cardio,40.7,203.5,99.92,Sim,29.2,38.6,2024-11-19,Ativa,Ativa,1,298,16.97,-9.400000000000002
54,M,0.0,crossfit,92.6,0.0,74.3,Sim,21.8,27.4,2024-12-31,Sedentária,Sedentária,0,256,25.46,-5.599999999999998
31,M,2.0,fut,38.4,76.8,133.72,Sim,24.9,15.7,2022-10-17,Ativa,Ativa,1,1062,13.139999999999999,9.2
47,O,5.0,futebol,70.55,203.5,206.18,Sim,26.6,31.8,2025-06-14,Ativa,Ativa,1,91,14.1,-5.199999999999999
62,M,2.0,musculação,95.4,190.8,99.39,Não,37.2,12.0,2023-09-26,Ativa,Ativa,1,718,28.14,25.200000000000003
47,O,2.0,futebol,102.6,205.2,77.29,Não,10.2,36.6,2020-07-13,Ativa,Ativa,1,1888,24.36,-26.400000000000002
18,F,7.0,yoga,74.0,518.0,219.7,Não,23.6,25.0,2021-12-31,Ativa,Ativa,1,1352,12.8,-1.3999999999999986
39,O,6.0,natação,47.8,286.8,73.0,Não,25.3,15.6,2021-03-09,Ativa,Ativa,1,1649,16.48,9.700000000000001
63,O,6.0,futebol,43.7,262.2,141.46,Sim,25.9,36.2,2025-09-02,Ativa,Ativa,1,11,23.27,-10.300000000000004
32,O,4.0,musculação,48.6,203.5,244.14,Sim,10.8,28.4,2025-08-02,Sedentária,Sedentária,0,42,14.46,-17.599999999999998
55,M,3.0,futebol,61.3,183.9,56.15,Sim,21.3,37.5,2020-10-20,Ativa,Ativa,1,1789,22.63,-16.2
28,O,6.0,crossfit,87.1,522.6,156.88,Não,36.5,11.5,2021-08-07,Ativa,Ativa,1,1498,17.11,25.0
22,M,1.0,natação,93.7,93.7,231.22,Não,34.8,10.1,2022-03-22,Ativa,Ativa,1,1271,15.97,24.699999999999996
36,O,5.0,natação,43.1,215.5,128.96,Sim,17.0,31.3,2021-01-14,Ativa,Ativa,1,1703,15.11,-14.3
33,O,1.0,natação,104.4,104.4,280.2,Não,11.9,15.0,2021-02-01,Ativa,Ativa,1,1685,20.340000000000003,-3.0999999999999996
37,F,2.0,yoga,24.9,49.8,287.33,Sim,15.7,28.3,2025-07-20,Ativa,Ativa,1,55,13.59,-12.600000000000001
57,M,7.0,cardio,119.0,833.0,213.65,Sim,15.3,24.3,2024-06-02,Ativa,Ativa,1,468,29.0,-9.0
18,F,0.0,cardio,111.9,0.0,282.4,Sim,33.2,28.7,2020-11-01,Sedentária,Sedentária,0,1777,16.59,4.5000000000000036
30,O,3.0,yoga,55.8,167.4,227.35,Não,28.6,27.8,2020-09-11,Ativa,Ativa,1,1828,14.58,0.8000000000000007
54,F,3.0,yoga,27.5,82.5,79.99,Sim,34.8,37.9,2021-09-26,Ativa,Ativa,1,1448,18.95,-3.1000000000000014
44,M,3.0,yoga,106.3,318.9,199.91,Não,28.0,34.8,2022-03-02,Ativa,Ativa,1,1291,23.83,-6.799999999999997
45,F,2.0,crossfit,23.1,46.2,258.86,Não,28.8,22.9,2025-03-21,Ativa,Ativa,1,176,15.81,5.900000000000002
48,F,4.0,cardio,97.4,389.6,269.7,Sim,16.7,18.1,2024-11-10,Ativa,Ativa,1,307,24.14,-1.4000000000000021
36,O,2.0,natação,86.9,173.8,296.28,Sim,15.0,23.7,2020-09-16,Ativa,Ativa,1,1823,19.490000000000002,-8.7
60,F,1.0,yoga,70.55,203.5,55.86,Sim,32.7,26.5,2020-03-20,Ativa,Ativa,1,2003,18.0,6.200000000000003
37,M,2.0,futebol,111.2,222.4,115.03,Sim,11.3,20.7,2020-06-24,Ativa,Ativa,1,1907,22.22,-9.399999999999999
44,M,6.0,yoga,38.8,232.8,199.17,Não,18.4,25.6,2024-04-11,Ativa,Ativa,1,520,17.08,-7.200000000000003
59,O,6.0,yoga,119.0,714.0,140.94,Sim,37.4,26.1,2022-01-28,Ativa,Ativa,1,1324,29.6,11.299999999999997
47,O,5.0,swimming,73.7,368.5,155.2,Sim,25.4,11.0,2021-08-30,Ativa,Ativa,1,1475,21.47,14.399999999999999
42,M,5.0,musculação,53.0,265.0,87.52,Não,34.9,36.4,2022-04-02,Ativa,Ativa,1,1260,17.9,-1.5
26,F,5.0,crossfit,70.3,351.5,264.75,Não,39.0,38.0,2023-06-21,Ativa,Ativa,1,815,14.83,1.0
23,F,1.0,musculação,39.1,39.1,119.62,Sim,25.3,36.1,2023-10-08,Ativa,Ativa,1,706,10.809999999999999,-10.8
58,M,7.0,cardio,76.7,536.9,67.41,Não,34.6,18.5,2023-06-25,Ativa,Ativa,1,811,25.07,16.1
50,F,0.0,crossfit,114.5,0.0,244.35,Sim,32.4,33.7,2025-04-16,Sedentária,Sedentária,0,150,26.450000000000003,-1.3000000000000043
19,M,3.0,cardio,70.5,211.5,189.4,Não,32.6,30.7,2020-10-21,Ativa,Ativa,1,1788,12.75,1.9000000000000021
53,O,3.0,musculação,33.1,99.3,113.43,Sim,38.4,39.7,2020-11-04,Ativa,Ativa,1,1774,19.21,-1.3000000000000043
41,O,3.0,yoga,64.1,192.3,254.29,Não,23.5,29.7,2024-06-16,Ativa,Ativa,1,454,18.71,-6.199999999999999
24,O,4.0,yoga,29.9,119.6,127.39,Não,27.2,29.3,2023-08-29,Ativa,Ativa,1,746,10.19,-2.1000000000000014
25,O,6.0,cardio,33.7,202.2,167.28,Não,23.7,28.3,2021-06-09,Ativa,Ativa,1,1557,10.870000000000001,-4.600000000000001
64,F,2.0,yoga,102.5,205.0,255.85,Sim,15.8,11.3,2021-09-30,Ativa,Ativa,1,1444,29.45,4.5
41,M,4.0,yoga,23.8,95.2,296.55,Sim,12.9,21.7,2021-06-26,Ativa,Ativa,1,1540,14.68,-8.799999999999999
19,O,2.0,natação,22.3,44.6,287.92,Não,20.1,15.1,2021-12-24,Ativa,Ativa,1,1359,7.93,5.000000000000002
33,M,7.0,musculação,118.0,826.0,167.18,Sim,12.7,37.9,2020-05-24,Ativa,Ativa,1,1938,21.700000000000003,-25.2
42,O,0.0,musculação,100.8,0.0,262.13,Sim,39.3,17.7,2020-08-28,Sedentária,Sedentária,0,1842,22.68,21.599999999999998
49,O,1.0,natação,119.1,119.1,102.55,Não,14.3,36.5,2020-04-17,Ativa,Ativa,1,1975,26.61,-22.2
48,O,7.0,musculação,49.8,348.6,276.53,Não,21.8,39.5,2025-02-18,Ativa,Ativa,1,207,19.38,-17.7
34,O,3.0,natação,76.6,229.8,109.05,Sim,31.0,30.1,2025-07-24,Ativa,Ativa,1,51,17.86,0.8999999999999986
55,M,4.0,crossfit,81.7,203.5,158.97,Sim,19.7,15.5,2023-07-27,Sedentária,Sedentária,0,779,24.67,4.199999999999999
38,M,1.0,cardio,44.5,44.5,56.94,Sim,30.5,13.0,2022-12-31,Ativa,Ativa,1,987,15.850000000000001,17.5
43,F,4.0,yoga,118.5,203.5,77.51,Sim,13.3,38.7,2021-11-17,Sedentária,Sedentária,0,1396,24.75,-25.400000000000002
61,O,1.0,cardio,47.1,47.1,227.12,Não,20.4,34.2,2024-05-05,Ativa,Ativa,1,496,23.01,-13.800000000000004
30,O,0.0,yoga,32.0,0.0,60.02,Sim,38.5,15.6,2020-04-30,Sedentária,Sedentária,0,1962,12.2,22.9
61,F,5.0,natação,84.3,421.5,293.74,Não,13.0,34.5,2025-01-09,Ativa,Ativa,1,247,26.73,-21.5
42,O,0.0,crossfit,81.2,0.0,183.39,Não,37.0,39.0,2024-01-05,Sedentária,Sedentária,0,617,20.72,-2.0
38,F,6.0,crossfit,25.8,154.8,75.77,Não,37.6,39.5,2021-12-02,Ativa,Ativa,1,1381,13.98,-1.8999999999999986
20,F,6.0,musculação,59.7,358.2,228.71,Sim,31.5,33.7,2020-03-20,Ativa,Ativa,1,2003,11.97,-2.200000000000003
58,O,1.0,yoga,29.2,29.2,240.01,Não,27.7,15.5,2020-01-01,Ativa,Ativa,1,2082,20.32,12.2
40,F,0.0,crossfit,89.9,0.0,277.99,Não,27.2,11.7,2020-09-08,Sedentária,Sedentária,0,1831,20.990000000000002,15.5
29,O,4.0,crossfit,100.3,401.2,130.92,Não,34.5,11.0,2024-02-12,Ativa,Ativa,1,579,18.73,23.5
20,F,6.0,futebol,94.2,565.2,65.2,Não,21.1,18.8,2021-02-15,Ativa,Ativa,1,1671,15.42,2.3000000000000007
61,O,4.0,musculação,43.4,173.6,246.39,Sim,24.2,10.6,2020-09-06,Ativa,Ativa,1,1833,22.64,13.6
54,M,6.0,musculação,63.9,383.4,157.28,Sim,21.8,37.2,2023-02-04,Ativa,Ativa,1,952,22.59,-15.400000000000002
49,O,0.0,natação,101.2,0.0,170.75,Sim,32.2,38.0,2024-10-09,Sedentária,Sedentária,0,339,24.82,-5.799999999999997
25,M,7.0,futebol,82.7,578.9,289.36,Sim,22.5,17.5,2021-07-14,Ativa,Ativa,1,1522,15.770000000000001,5.0
31,F,3.0,natação,92.7,278.1,89.51,Não,10.5,29.5,2023-07-29,Ativa,Ativa,1,777,18.57,-19.0
27,F,3.0,natação,33.4,100.2,130.06,Não,10.8,35.5,2020-01-31,Ativa,Ativa,1,2052,11.44,-24.7
47,M,0.0,crossfit,115.7,0.0,241.62,Não,33.3,21.8,2023-05-16,Sedentária,Sedentária,0,851,25.67,11.499999999999996
45,O,6.0,cardio,57.9,347.4,217.11,Sim,14.0,19.5,2024-11-10,Ativa,Ativa,1,307,19.29,-5.5
25,M,6.0,yoga,52.7,316.2,224.57,Sim,18.3,23.8,2023-11-28,Ativa,Ativa,1,655,12.77,-5.5
39,F,7.0,futebol,49.8,348.6,168.24,Não,32.5,19.0,2020-06-04,Ativa,Ativa,1,1927,16.68,13.5
23,M,5.0,cardio,111.3,556.5,153.2,Não,16.4,22.2,2025-01-05,Ativa,Ativa,1,251,18.03,-5.800000000000001
37,F,0.0,musculação,31.8,0.0,237.28,Sim,10.6,23.6,2021-07-29,Sedentária,Sedentária,0,1507,14.28,-13.000000000000002
44,O,0.0,crossfit,90.8,0.0,195.32,Sim,12.0,21.4,2024-11-06,Sedentária,Sedentária,0,311,22.28,-9.399999999999999
56,M,4.0,yoga,110.3,441.2,124.85,Sim,25.4,27.2,2020-12-22,Ativa,Ativa,1,1726,27.830000000000002,-1.8000000000000007
39,M,3.0,futebol,34.9,104.7,254.68,Não,12.4,12.9,2020-10-06,Ativa,Ativa,1,1803,15.19,-0.5
42,M,4.0,futebol,64.3,257.2,209.83,Sim,27.1,39.1,2023-10-29,Ativa,Ativa,1,685,19.03,-12.0
40,F,4.0,futebol,82.5,203.5,95.8,Não,38.2,18.1,2022-09-11,Sedentária,Sedentária,0,1098,20.25,20.1
56,M,3.0,futebol,31.3,93.9,191.58,Sim,29.3,32.6,2023-08-13,Ativa,Ativa,1,762,19.93,-3.3000000000000007
47,O,0.0,futebol,88.4,0.0,266.77,Não,14.1,31.8,2021-07-16,Sedentária,Sedentária,0,1520,22.94,-17.700000000000003
60,M,5.0,yoga,79.9,399.5,194.98,Sim,28.1,30.9,2020-07-27,Ativa,Ativa,1,1874,25.990000000000002,-2.799999999999997
64,F,7.0,yoga,87.8,614.6,164.24,Não,38.0,27.0,2021-07-10,Ativa,Ativa,1,1526,27.979999999999997,11.0
35,F,2.0,cardio,55.7,111.4,132.15,Sim,16.8,14.1,2024-09-10,Ativa,Ativa,1,368,16.07,2.700000000000001
38,F,6.0,crossfit,79.1,474.6,158.82,Não,38.3,23.6,2022-05-15,Ativa,Ativa,1,1217,19.310000000000002,14.699999999999996
23,F,0.0,crossfit,31.0,0.0,128.93,Não,39.1,35.6,2024-12-13,Sedentária,Sedentária,0,274,10.0,3.5
57,O,1.0,futebol,73.4,73.4,156.48,Sim,26.1,23.9,2021-05-22,Ativa,Ativa,1,1575,24.439999999999998,2.200000000000003
18,F,1.0,natação,65.2,65.2,117.89,Não,20.3,33.9,2021-11-08,Ativa,Ativa,1,1405,11.92,-13.599999999999998
39,O,4.0,crossfit,67.0,268.0,267.12,Não,22.8,29.3,2021-11-05,Ativa,Ativa,1,1408,18.4,-6.5
33,F,3.0,yoga,90.4,271.2,100.06,Não,15.3,11.5,2020-08-03,Ativa,Ativa,1,1867,18.94,3.8000000000000007
46,F,6.0,crossfit,65.6,393.6,283.75,Sim,22.6,32.1,2024-04-07,Ativa,Ativa,1,524,20.36,-9.5
43,M,3.0,crossfit,32.9,98.7,246.3,Sim,33.2,12.3,2022-01-12,Ativa,Ativa,1,1340,16.19,20.900000000000002
30,O,0.0,cardio,95.8,0.0,75.19,Sim,33.0,27.0,2025-05-17,Sedentária,Sedentária,0,119,18.58,6.0
37,O,0.0,crossfit,116.3,0.0,57.43,Sim,30.4,37.4,2022-04-21,Sedentária,Sedentária,0,1241,22.73,-7.0
56,M,7.0,yoga,20.9,146.3,154.72,Sim,19.6,14.7,2023-09-10,Ativa,Ativa,1,734,18.89,4.900000000000002
21,F,4.0,cardio,28.0,112.0,193.01,Não,29.1,12.6,2023-05-21,Ativa,Ativa,1,846,9.1,16.5
55,F,0.0,musculação,69.4,0.0,88.23,Sim,30.8,17.3,2021-07-08,Sedentária,Sedentária,0,1528,23.44,13.5
64,O,6.0,futebol,92.4,554.4,226.28,Sim,30.3,20.2,2020-08-17,Ativa,Ativa,1,1853,28.439999999999998,10.100000000000001
57,O,3.0,musculação,44.3,132.9,84.35,Sim,14.0,34.4,2020-08-08,Ativa,Ativa,1,1862,21.529999999999998,-20.4
40,M,4.0,natação,118.0,472.0,167.56,Não,37.9,16.6,2024-02-09,Ativa,Ativa,1,582,23.8,21.299999999999997
60,O,3.0,crossfit,28.2,84.6,104.37,Sim,19.1,17.5,2024-12-21,Ativa,Ativa,1,266,20.82,1.6000000000000014
62,O,2.0,crossfit,77.4,154.8,103.04,Sim,29.5,12.3,2022-10-19,Ativa,Ativa,1,1060,26.34,17.2
48,M,0.0,yoga,23.5,0.0,139.76,Sim,32.1,28.7,2023-07-13,Sedentária,Sedentária,0,793,16.75,3.400000000000002
32,F,4.0,crossfit,91.2,203.5,96.6,Não,24.6,12.8,2020-01-11,Sedentária,Sedentária,0,2072,18.72,11.8
51,M,2.0,natação,91.6,183.2,120.03,Sim,31.8,37.8,2022-05-29,Ativa,Ativa,1,1203,24.46,-5.9999999999999964
21,F,4.0,natação,117.1,468.4,154.98,Não,13.6,10.8,2023-08-31,Ativa,Ativa,1,744,18.01,2.799999999999999
48,O,4.0,natação,88.3,353.2,267.2,Sim,10.2,28.1,2020-09-05,Ativa,Ativa,1,1834,23.229999999999997,-17.900000000000002
53,F,7.0,cardio,27.7,193.9,177.46,Sim,23.8,30.7,2025-05-09,Ativa,Ativa,1,127,18.669999999999998,-6.899999999999999
23,O,2.0,crossfit,48.2,96.4,244.72,Sim,36.9,31.3,2025-01-18,Ativa,Ativa,1,238,11.719999999999999,5.599999999999998
42,O,3.0,yoga,44.6,133.8,127.62,Não,19.1,13.6,2020-04-29,Ativa,Ativa,1,1963,17.06,5.500000000000002
25,M,0.0,yoga,61.7,0.0,243.8,Não,26.8,12.3,2024-09-16,Sedentária,Sedentária,0,362,13.670000000000002,14.5
32,M,7.0,cardio,69.2,484.4,82.6,Não,27.8,29.2,2020-03-27,Ativa,Ativa,1,1996,16.52,-1.3999999999999986
25,F,4.0,cardio,35.0,203.5,174.5,Sim,21.9,29.9,2022-12-25,Sedentária,Sedentária,0,993,11.0,-8.0
22,F,5.0,yoga,56.8,284.0,137.14,Sim,32.1,10.4,2023-12-20,Ativa,Ativa,1,633,12.28,21.700000000000003
34,F,0.0,crossfit,103.8,0.0,137.57,Não,28.3,37.2,2022-02-25,Sedentária,Sedentária,0,1296,20.58,-8.900000000000002
48,M,3.0,natação,60.5,181.5,114.2,Sim,11.8,37.2,2021-09-09,Ativa,Ativa,1,1465,20.45,-25.400000000000002
36,M,0.0,yoga,39.0,0.0,191.16,Sim,27.4,34.4,2023-12-10,Sedentária,Sedentária,0,643,14.7,-7.0
35,M,5.0,futebol,69.1,345.5,125.35,Sim,15.6,28.8,2021-09-04,Ativa,Ativa,1,1470,17.41,-13.200000000000001
54,F,5.0,natação,72.2,361.0,141.11,Sim,36.9,32.4,2022-08-21,Ativa,Ativa,1,1119,23.42,4.5
47,F,5.0,crossfit,47.5,237.5,245.77,Não,34.4,25.0,2020-12-18,Ativa,Ativa,1,1730,18.85,9.399999999999999
36,M,2.0,musculação,96.8,193.6,78.04,Sim,37.6,30.5,2021-02-25,Ativa,Ativa,1,1661,20.479999999999997,7.100000000000001
22,O,6.0,crossfit,108.9,653.4,121.2,Sim,34.7,21.8,2021-08-03,Ativa,Ativa,1,1502,17.490000000000002,12.900000000000002
28,O,4.0,natação,115.9,203.5,177.24,Sim,23.1,35.5,2024-04-27,Sedentária,Sedentária,0,504,19.990000000000002,-12.399999999999999
63,M,7.0,futebol,77.2,540.4,260.81,Não,23.4,10.6,2024-08-20,Ativa,Ativa,1,389,26.619999999999997,12.799999999999999
51,M,7.0,musculação,104.2,729.4,144.44,Não,32.4,15.4,2021-04-17,Ativa,Ativa,1,1610,25.72,17.0
32,F,0.0,cardio,42.4,0.0,239.71,Não,14.5,28.0,2023-07-06,Sedentária,Sedentária,0,800,13.84,-13.5
59,M,7.0,futebol,106.3,744.1,253.51,Sim,33.3,19.2,2022-11-03,Ativa,Ativa,1,1045,28.33,14.099999999999998
50,M,1.0,futebol,77.2,77.2,163.49,Sim,32.8,14.7,2023-11-19,Ativa,Ativa,1,664,22.72,18.099999999999998
60,M,0.0,musculação,55.7,0.0,157.09,Não,22.0,37.2,2024-08-15,Sedentária,Sedentária,0,394,23.57,-15.200000000000003
29,F,5.0,musculação,88.4,442.0,107.57,Sim,20.0,37.0,2022-10-15,Ativa,Ativa,1,1064,17.54,-17.0
42,O,7.0,cardio,74.7,522.9,256.52,Não,37.0,20.9,2020-08-01,Ativa,Ativa,1,1869,20.07,16.1
